+----------------+--------------+-----------+-----------------------+--------------------------+----------------------------+
|     word1      |    word2     | SimLex999 |        COMPARE        | Similarity_Label_mymodel | Similarity_Label_SimLex999 |
|     father     |   daughter   |    2.62   |  0.03999999910593033  |       not similar        |        not similar         |
|      wine      |    liquor    |    7.85   |  0.03999999910593033  |       not similar        |          similar           |
|      cow       |     goat     |    2.93   |        10000.0        |         similar          |        not similar         |
|     belief     |   opinion    |    7.7    |          1.0          |         similar          |          similar           |
|    reality     |   illusion   |    1.42   | -0.019999999552965164 |       not similar        |        not similar         |
|      pact      |  agreement   |    9.02   |        10000.0        |         similar          |          similar           |
|     wealth     |   poverty    |    1.27   |          -1.0         |       not similar        |        not similar         |
|    accident    |  emergency   |    4.93   |  -0.03999999910593033 |       not similar        |        not similar         |
|     battle     |   conquest   |    7.22   |  -0.05000000074505806 |       not similar        |          similar           |
|     friend     |   teacher    |    2.62   |  0.03999999910593033  |       not similar        |        not similar         |
|    illness     |  infection   |    6.9    |  0.009999999776482582 |       not similar        |          similar           |
|      game      |    trick     |    2.32   |  -0.12999999523162842 |       not similar        |        not similar         |
|    brother     |     son      |    3.48   |  -0.05999999865889549 |       not similar        |        not similar         |
|      aunt      |    nephew    |    3.1    |          0.0          |       not similar        |        not similar         |
|     worker     |   mechanic   |    4.92   |   0.1599999964237213  |       not similar        |        not similar         |
|     doctor     | orthodontist |    5.58   |  -0.03999999910593033 |       not similar        |          similar           |
|      oak       |    maple     |    6.03   |  -0.15000000596046448 |       not similar        |          similar           |
|      bee       |    queen     |    3.27   |  0.03999999910593033  |       not similar        |        not similar         |
|      car       |   bicycle    |    3.47   |        10000.0        |         similar          |        not similar         |
|      goal      |    quest     |    5.83   |  0.07000000029802322  |       not similar        |          similar           |
|     august     |    month     |    5.53   |  -0.18000000715255737 |       not similar        |          similar           |
|      army      |    squad     |    5.08   |  -0.17000000178813934 |       not similar        |          similar           |
|     cloud      |   weather    |    4.87   | -0.029999999329447746 |       not similar        |        not similar         |
|   physician    |    doctor    |    8.88   |          1.0          |         similar          |          similar           |
|     canyon     |    valley    |    6.75   |          -0.0         |       not similar        |          similar           |
|     river      |    valley    |    1.67   | -0.019999999552965164 |       not similar        |        not similar         |
|      sun       |     sky      |    2.27   |  0.03999999910593033  |       not similar        |        not similar         |
|     target     |    arrow     |    3.25   |  0.20000000298023224  |       not similar        |        not similar         |
|   chocolate    |     pie      |    2.27   |        10000.0        |         similar          |        not similar         |
|  circumstance  |  situation   |    7.85   |  -0.15000000596046448 |       not similar        |          similar           |
|    opinion     |    choice    |    5.43   | -0.029999999329447746 |       not similar        |          similar           |
|     rhythm     |    melody    |    6.12   |  0.03999999910593033  |       not similar        |          similar           |
|      gut       |    nerve     |    4.93   |  -0.09000000357627869 |       not similar        |        not similar         |
|      day       |     dawn     |    5.47   |  -0.05999999865889549 |       not similar        |          similar           |
|     cattle     |     beef     |    7.03   |  0.07999999821186066  |       not similar        |          similar           |
|     doctor     |  professor   |    4.65   |  0.03999999910593033  |       not similar        |        not similar         |
|      arm       |     vein     |    3.65   |  0.10000000149011612  |       not similar        |        not similar         |
|      room      |     bath     |    3.33   |  -0.05000000074505806 |       not similar        |        not similar         |
|  corporation   |   business   |    9.02   |  -0.10999999940395355 |       not similar        |          similar           |
|      fun       |   football   |    1.97   |  -0.17000000178813934 |       not similar        |        not similar         |
|      hill      |    cliff     |    4.28   | -0.019999999552965164 |       not similar        |        not similar         |
|      bone      |    ankle     |    3.82   |   0.1599999964237213  |       not similar        |        not similar         |
|     apple      |    candy     |    2.08   |  0.07000000029802322  |       not similar        |        not similar         |
|     helper     |     maid     |    5.58   |        10000.0        |         similar          |          similar           |
|     leader     |   manager    |    7.27   |  0.17000000178813934  |       not similar        |          similar           |
|     lemon      |     tea      |    1.6    |  0.07000000029802322  |       not similar        |        not similar         |
|      bee       |     ant      |    2.78   |  -0.03999999910593033 |       not similar        |        not similar         |
|   basketball   |   baseball   |    4.92   |        10000.0        |         similar          |        not similar         |
|      rice      |     bean     |    2.72   |  0.10000000149011612  |       not similar        |        not similar         |
|      bed       |  furniture   |    6.08   | -0.009999999776482582 |       not similar        |          similar           |
|    emotion     |   passion    |    7.72   |   0.1899999976158142  |       not similar        |          similar           |
|    anarchy     |    chaos     |    7.93   |        10000.0        |         similar          |          similar           |
|     crime      |  violation   |    7.12   | -0.009999999776482582 |       not similar        |          similar           |
|    machine     |    engine    |    5.58   |   0.1599999964237213  |       not similar        |          similar           |
|     beach      |     sea      |    4.68   |  0.07999999821186066  |       not similar        |        not similar         |
|     alley      |     bowl     |    1.53   |        10000.0        |         similar          |        not similar         |
|      jar       |    bottle    |    7.83   |  0.10999999940395355  |       not similar        |          similar           |
|    strength    |  capability  |    5.28   | -0.009999999776482582 |       not similar        |          similar           |
|      seed      |   mustard    |    3.48   |  0.05999999865889549  |       not similar        |        not similar         |
|     guitar     |     drum     |    3.78   |  0.029999999329447746 |       not similar        |        not similar         |
|    opinion     |     idea     |    5.7    |  -0.33000001311302185 |       not similar        |          similar           |
|     north      |     west     |    3.63   |  0.05999999865889549  |       not similar        |        not similar         |
|      diet      |    salad     |    2.98   |  -0.14000000059604645 |       not similar        |        not similar         |
|     mother     |     wife     |    3.02   |  -0.03999999910593033 |       not similar        |        not similar         |
|      dad       |    mother    |    3.55   |  -0.15000000596046448 |       not similar        |        not similar         |
|    captain     |    sailor    |    5.0    |  0.17000000178813934  |       not similar        |          similar           |
|     meter      |     yard     |    5.6    |  0.11999999731779099  |       not similar        |          similar           |
|      beer      |  champagne   |    4.45   |  0.09000000357627869  |       not similar        |        not similar         |
|     motor      |     boat     |    2.57   |   0.4000000059604645  |       not similar        |        not similar         |
|      card      |    bridge    |    1.97   |  -0.10000000149011612 |       not similar        |        not similar         |
|    science     |  psychology  |    4.92   |  -0.03999999910593033 |       not similar        |        not similar         |
|     sinner     |    saint     |    1.6    |  0.11999999731779099  |       not similar        |        not similar         |
|  destruction   | construction |    0.98   |  0.14000000059604645  |       not similar        |        not similar         |
|     crowd      |    bunch     |    7.42   |          1.0          |         similar          |          similar           |
|     beach      |     reef     |    3.77   |  0.05000000074505806  |       not similar        |        not similar         |
|      man       |    child     |    4.13   |  0.009999999776482582 |       not similar        |        not similar         |
|     bread      |    cheese    |    1.95   |        10000.0        |         similar          |        not similar         |
|    champion    |    winner    |    8.73   |  -0.07000000029802322 |       not similar        |          similar           |
|  celebration   |   ceremony   |    7.72   |  0.14000000059604645  |       not similar        |          similar           |
|      menu      |    order     |    3.62   |        10000.0        |         similar          |        not similar         |
|      king      |   princess   |    3.27   |  0.17000000178813934  |       not similar        |        not similar         |
|     wealth     |   prestige   |    6.07   |  -0.2800000011920929  |       not similar        |          similar           |
|   endurance    |   strength   |    6.58   |  -0.07000000029802322 |       not similar        |          similar           |
|     danger     |    threat    |    8.78   |   0.2199999988079071  |       not similar        |          similar           |
|      god       |    priest    |    4.5    |  0.05999999865889549  |       not similar        |        not similar         |
|      men       |  fraternity  |    3.13   |        10000.0        |         similar          |        not similar         |
|     buddy      |  companion   |    8.65   |  0.15000000596046448  |       not similar        |          similar           |
|    teacher     |    helper    |    4.28   |        10000.0        |         similar          |        not similar         |
|      body      |   stomach    |    3.93   |  -0.1899999976158142  |       not similar        |        not similar         |
|     tongue     |    throat    |    3.1    |  0.019999999552965164 |       not similar        |        not similar         |
|     house      |    carpet    |    1.38   |  -0.03999999910593033 |       not similar        |        not similar         |
|  intelligence  |    skill     |    5.35   |  0.019999999552965164 |       not similar        |          similar           |
|    journey     |   conquest   |    4.72   |  -0.10000000149011612 |       not similar        |        not similar         |
|      god       |     prey     |    1.23   |        10000.0        |         similar          |        not similar         |
|    brother     |     soul     |    0.97   |  0.10999999940395355  |       not similar        |        not similar         |
|   adversary    |   opponent   |    9.05   |          1.0          |         similar          |          similar           |
|     death      | catastrophe  |    4.13   |  -0.15000000596046448 |       not similar        |        not similar         |
|    monster     |    demon     |    6.95   |          1.0          |         similar          |          similar           |
|      day       |   morning    |    4.87   |  -0.17000000178813934 |       not similar        |        not similar         |
|      man       |    victor    |    1.9    |  0.019999999552965164 |       not similar        |        not similar         |
|     friend     |     guy      |    3.88   |  0.09000000357627869  |       not similar        |        not similar         |
|      song      |    story     |    3.97   |  0.07999999821186066  |       not similar        |        not similar         |
|      ray       |   sunshine   |    6.83   |        10000.0        |         similar          |          similar           |
|      guy       |     stud     |    5.83   |  0.029999999329447746 |       not similar        |          similar           |
|    chicken     |     rice     |    1.43   |  0.029999999329447746 |       not similar        |        not similar         |
|      box       |   elevator   |    1.32   |  -0.07000000029802322 |       not similar        |        not similar         |
|     butter     |    potato    |    1.22   |  -0.07999999821186066 |       not similar        |        not similar         |
|   apartment    |  furniture   |    1.28   |  0.03999999910593033  |       not similar        |        not similar         |
|      lake      |    swamp     |    4.92   |        10000.0        |         similar          |        not similar         |
|     salad      |   vinegar    |    1.13   |        10000.0        |         similar          |        not similar         |
|     flower     |     bulb     |    4.48   |  -0.14000000059604645 |       not similar        |        not similar         |
|     cloud      |     mist     |    6.67   |          1.0          |         similar          |          similar           |
|     driver     |    pilot     |    6.28   |  0.17000000178813934  |       not similar        |          similar           |
|     sugar      |    honey     |    5.13   |          -0.0         |       not similar        |          similar           |
|      body      |   shoulder   |    2.88   |  -0.05999999865889549 |       not similar        |        not similar         |
|      idea      |    image     |    3.55   | -0.009999999776482582 |       not similar        |        not similar         |
|     father     |   brother    |    4.2    |  -0.11999999731779099 |       not similar        |        not similar         |
|      moon      |    planet    |    5.87   | -0.009999999776482582 |       not similar        |          similar           |
|      ball      |   costume    |    2.32   |  -0.05000000074505806 |       not similar        |        not similar         |
|      rail      |    fence     |    5.22   |  -0.05999999865889549 |       not similar        |          similar           |
|      room      |     bed      |    2.35   |  0.029999999329447746 |       not similar        |        not similar         |
|     flower     |     bush     |    4.25   |  0.20000000298023224  |       not similar        |        not similar         |
|      bone      |     knee     |    4.17   |  0.05000000074505806  |       not similar        |        not similar         |
|      arm       |     knee     |    2.75   |  0.09000000357627869  |       not similar        |        not similar         |
|     bottom     |     side     |    2.63   |          -1.0         |       not similar        |        not similar         |
|     vessel     |     vein     |    5.15   |  -0.07999999821186066 |       not similar        |          similar           |
|      cat       |    rabbit    |    2.37   |  0.029999999329447746 |       not similar        |        not similar         |
|      meat      |   sandwich   |    2.35   |  -0.28999999165534973 |       not similar        |        not similar         |
|     belief     |   concept    |    5.08   |   0.1899999976158142  |       not similar        |          similar           |
|  intelligence  |   insight    |    5.9    |  -0.07999999821186066 |       not similar        |          similar           |
|   attention    |   interest   |    7.22   | -0.019999999552965164 |       not similar        |          similar           |
|    attitude    |  confidence  |    4.35   |  -0.1599999964237213  |       not similar        |        not similar         |
|     right      |   justice    |    7.05   |  0.03999999910593033  |       not similar        |          similar           |
|    argument    |  agreement   |    1.45   | -0.009999999776482582 |       not similar        |        not similar         |
|     depth      |  magnitude   |    6.12   |  0.09000000357627869  |       not similar        |          similar           |
|     medium     |     news     |    3.65   |  0.05999999865889549  |       not similar        |        not similar         |
|     winner     |  candidate   |    2.78   |          -0.0         |       not similar        |        not similar         |
|    birthday    |     date     |    5.08   |  -0.10999999940395355 |       not similar        |          similar           |
|      fee       |   payment    |    7.15   |  0.14000000059604645  |       not similar        |          similar           |
|     bible      |     hymn     |    5.15   |  0.07000000029802322  |       not similar        |          similar           |
|      exit      |   doorway    |    5.5    |        10000.0        |         similar          |          similar           |
|      man       |    sentry    |    3.25   |        10000.0        |         similar          |        not similar         |
|     aisle      |     hall     |    6.35   |        10000.0        |         similar          |          similar           |
|    whiskey     |     gin      |    6.28   |  -0.05000000074505806 |       not similar        |          similar           |
|     blood      |    marrow    |    3.4    |        10000.0        |         similar          |        not similar         |
|      oil       |     mink     |    1.23   |        10000.0        |         similar          |        not similar         |
|     floor      |     deck     |    5.55   |          1.0          |         similar          |          similar           |
|      roof      |    floor     |    2.62   | -0.009999999776482582 |       not similar        |        not similar         |
|      door      |    floor     |    1.67   | -0.029999999329447746 |       not similar        |        not similar         |
|    shoulder    |     head     |    3.42   |  -0.07999999821186066 |       not similar        |        not similar         |
|     wagon      |   carriage   |    7.7    |          0.0          |       not similar        |          similar           |
|      car       |   carriage   |    5.13   | -0.009999999776482582 |       not similar        |          similar           |
|     elbow      |    ankle     |    3.13   | -0.019999999552965164 |       not similar        |        not similar         |
|     wealth     |     fame     |    4.02   |          -0.0         |       not similar        |        not similar         |
|     sorrow     |    shame     |    4.77   |  -0.07000000029802322 |       not similar        |        not similar         |
| administration |  management  |    7.25   |  0.11999999731779099  |       not similar        |          similar           |
| communication  | conversation |    8.02   |  -0.10000000149011612 |       not similar        |          similar           |
|   pollution    |  atmosphere  |    4.25   |        10000.0        |         similar          |        not similar         |
|    anatomy     |   biology    |    5.33   |        10000.0        |         similar          |          similar           |
|    college     |  profession  |    3.12   |  0.009999999776482582 |       not similar        |        not similar         |
|      book      |    topic     |    2.07   |  -0.07999999821186066 |       not similar        |        not similar         |
|    formula     |   equation   |    7.95   |  0.009999999776482582 |       not similar        |          similar           |
|      book      | information  |    5.0    |  -0.1899999976158142  |       not similar        |          similar           |
|      boy       |   partner    |    1.9    |  -0.17000000178813934 |       not similar        |        not similar         |
|      sky       |   universe   |    4.68   |  -0.09000000357627869 |       not similar        |        not similar         |
|   population   |    people    |    7.68   | -0.009999999776482582 |       not similar        |          similar           |
|    college     |    class     |    4.13   |  -0.17000000178813934 |       not similar        |        not similar         |
|     chief      |    mayor     |    4.85   |  0.019999999552965164 |       not similar        |        not similar         |
|     rabbi      |   minister   |    7.62   |  0.07999999821186066  |       not similar        |          similar           |
|     meter      |     inch     |    5.08   |  -0.17000000178813934 |       not similar        |          similar           |
|   polyester    |    cotton    |    5.63   |        10000.0        |         similar          |          similar           |
|     lawyer     |    banker    |    1.88   |  -0.11999999731779099 |       not similar        |        not similar         |
|     violin     |  instrument  |    6.58   |  -0.07999999821186066 |       not similar        |          similar           |
|      camp      |    cabin     |    4.2    |  -0.03999999910593033 |       not similar        |        not similar         |
|      pot       |  appliance   |    2.53   |  -0.14000000059604645 |       not similar        |        not similar         |
|     linen      |    fabric    |    7.47   |        10000.0        |         similar          |          similar           |
|    whiskey     |  champagne   |    5.33   |  -0.03999999910593033 |       not similar        |          similar           |
|      girl      |    child     |    5.38   |  -0.07999999821186066 |       not similar        |          similar           |
|    cottage     |    cabin     |    7.72   |  -0.1599999964237213  |       not similar        |          similar           |
|      bird      |     hen      |    7.03   |  0.029999999329447746 |       not similar        |          similar           |
|     racket     |    noise     |    8.1    |          1.0          |         similar          |          similar           |
|     sunset     |   evening    |    5.98   | -0.019999999552965164 |       not similar        |          similar           |
|    drizzle     |     rain     |    9.17   |        10000.0        |         similar          |          similar           |
|     adult      |     baby     |    2.22   |  0.05999999865889549  |       not similar        |        not similar         |
|    charcoal    |     coal     |    7.63   |  -0.05000000074505806 |       not similar        |          similar           |
|      body      |    spine     |    4.78   |        10000.0        |         similar          |        not similar         |
|      head      |     nail     |    2.47   |  -0.17000000178813934 |       not similar        |        not similar         |
|      log       |    timber    |    8.05   |  -0.15000000596046448 |       not similar        |          similar           |
|     spoon      |     cup      |    2.02   |        10000.0        |         similar          |        not similar         |
|      body      |    nerve     |    3.13   |  -0.07999999821186066 |       not similar        |        not similar         |
|      man       |   husband    |    5.32   | -0.019999999552965164 |       not similar        |          similar           |
|      bone      |     neck     |    2.53   | -0.029999999329447746 |       not similar        |        not similar         |
|  frustration   |    anger     |    6.5    |  0.03999999910593033  |       not similar        |          similar           |
|     river      |     sea      |    5.72   |  -0.1599999964237213  |       not similar        |          similar           |
|      task      |     job      |    8.87   |          1.0          |         similar          |          similar           |
|      club      |   society    |    5.23   |          1.0          |         similar          |          similar           |
|   reflection   |    image     |    7.27   |  -0.07000000029802322 |       not similar        |          similar           |
|     prince     |     king     |    5.92   |  -0.15000000596046448 |       not similar        |          similar           |
|      snow      |   weather    |    5.48   |  -0.14000000059604645 |       not similar        |          similar           |
|     people     |    party     |    2.2    |  0.17000000178813934  |       not similar        |        not similar         |
|      boy       |   brother    |    6.67   |  -0.10999999940395355 |       not similar        |          similar           |
|      root      |    grass     |    3.55   |  -0.1599999964237213  |       not similar        |        not similar         |
|      brow      |     eye      |    3.82   |  0.10999999940395355  |       not similar        |        not similar         |
|     money      |    pearl     |    2.1    |  0.019999999552965164 |       not similar        |        not similar         |
|     money      |   diamond    |    3.42   |          0.0          |       not similar        |        not similar         |
|    vehicle     |     bus      |    6.47   |          -0.0         |       not similar        |          similar           |
|      cab       |     bus      |    5.6    |  -0.05000000074505806 |       not similar        |          similar           |
|     house      |     barn     |    4.33   |  0.019999999552965164 |       not similar        |        not similar         |
|     finger     |     palm     |    3.33   | -0.019999999552965164 |       not similar        |        not similar         |
|      car       |    bridge    |    0.95   |  -0.1599999964237213  |       not similar        |        not similar         |
|     effort     |  difficulty  |    4.45   |  0.03999999910593033  |       not similar        |        not similar         |
|      fact      |   insight    |    4.77   |  0.17000000178813934  |       not similar        |        not similar         |
|      job       |  management  |    3.97   |  0.05000000074505806  |       not similar        |        not similar         |
|     cancer     |   sickness   |    7.93   |        10000.0        |         similar          |          similar           |
|      word      |  newspaper   |    2.47   | -0.019999999552965164 |       not similar        |        not similar         |
|    composer    |    writer    |    6.58   |  0.18000000715255737  |       not similar        |          similar           |
|     actor      |    singer    |    4.52   |  0.07999999821186066  |       not similar        |        not similar         |
|    shelter     |     hut      |    6.47   |  0.009999999776482582 |       not similar        |          similar           |
|    bathroom    |   kitchen    |    3.1    |  -0.05000000074505806 |       not similar        |        not similar         |
|     cabin      |     hut      |    6.53   | -0.009999999776482582 |       not similar        |          similar           |
|      door      |   kitchen    |    1.67   |  0.09000000357627869  |       not similar        |        not similar         |
|     value      |    belief    |    7.07   |  -0.17000000178813934 |       not similar        |          similar           |
|     wisdom     | intelligence |    7.47   |  0.029999999329447746 |       not similar        |          similar           |
|   ignorance    | intelligence |    1.5    |  -0.07000000029802322 |       not similar        |        not similar         |
|   happiness    |     luck     |    2.38   |  -0.20999999344348907 |       not similar        |        not similar         |
|      idea      |    scheme    |    6.75   |  -0.03999999910593033 |       not similar        |          similar           |
|      mood      |   emotion    |    8.12   |  0.10000000149011612  |       not similar        |          similar           |
|   happiness    |    peace     |    6.03   |  0.15000000596046448  |       not similar        |          similar           |
|    despair     |    misery    |    7.22   | -0.019999999552965164 |       not similar        |          similar           |
|     logic      |  arithmetic  |    3.97   |        10000.0        |         similar          |        not similar         |
|     denial     |  confession  |    1.03   | -0.009999999776482582 |       not similar        |        not similar         |
|    argument    |  criticism   |    5.08   |  0.03999999910593033  |       not similar        |          similar           |
|   aggression   |  hostility   |    8.48   |          1.0          |         similar          |          similar           |
|    hysteria    |  confusion   |    6.33   |        10000.0        |         similar          |          similar           |
|   chemistry    |    theory    |    3.17   |  0.07000000029802322  |       not similar        |        not similar         |
|     trial      |   verdict    |    3.33   |  -0.03999999910593033 |       not similar        |        not similar         |
|    comfort     |    safety    |    5.8    |  0.03999999910593033  |       not similar        |          similar           |
|   confidence   |     self     |    3.12   |  -0.09000000357627869 |       not similar        |        not similar         |
|     vision     |  perception  |    6.88   |  -0.10999999940395355 |       not similar        |          similar           |
|      era       |    decade    |    5.4    |  0.029999999329447746 |       not similar        |          similar           |
|   biography    |   fiction    |    1.38   |  0.07999999821186066  |       not similar        |        not similar         |
|   discussion   |   argument   |    5.48   |  -0.03999999910593033 |       not similar        |          similar           |
|      code      |    symbol    |    6.03   |  0.10000000149011612  |       not similar        |          similar           |
|     danger     |   disease    |    3.0    |  0.11999999731779099  |       not similar        |        not similar         |
|    accident    | catastrophe  |    5.9    |  0.10000000149011612  |       not similar        |          similar           |
|    journey     |     trip     |    8.88   |  0.05999999865889549  |       not similar        |          similar           |
|    activity    |   movement   |    7.15   | -0.019999999552965164 |       not similar        |          similar           |
|     gossip     |     news     |    5.22   |  -0.09000000357627869 |       not similar        |          similar           |
|     father     |     god      |    3.57   |  0.10999999940395355  |       not similar        |        not similar         |
|     action     |    course    |    5.45   |  0.09000000357627869  |       not similar        |          similar           |
|     fever      |   illness    |    7.65   |  -0.09000000357627869 |       not similar        |          similar           |
|    aviation    |    flight    |    8.18   |        10000.0        |         similar          |          similar           |
|      game      |    action    |    4.85   |  -0.15000000596046448 |       not similar        |        not similar         |
|    molecule    |     air      |    3.05   |  -0.09000000357627869 |       not similar        |        not similar         |
|      home      |    state     |    2.58   |  0.47999998927116394  |       not similar        |        not similar         |
|      word      |  literature  |    4.77   |  -0.07999999821186066 |       not similar        |        not similar         |
|     adult      |   guardian   |    6.9    |  -0.07999999821186066 |       not similar        |          similar           |
|   newspaper    | information  |    5.65   | -0.009999999776482582 |       not similar        |          similar           |
| communication  |  television  |    5.6    |  0.009999999776482582 |       not similar        |          similar           |
|     cousin     |    uncle     |    4.63   |  0.09000000357627869  |       not similar        |        not similar         |
|     author     |    reader    |    1.6    |  0.03999999910593033  |       not similar        |        not similar         |
|      guy       |   partner    |    3.57   |  -0.10000000149011612 |       not similar        |        not similar         |
|      area      |    corner    |    2.07   |  -0.09000000357627869 |       not similar        |        not similar         |
|     ballad     |     song     |    7.53   |  -0.07999999821186066 |       not similar        |          similar           |
|      wall      |  decoration  |    2.62   |  -0.10999999940395355 |       not similar        |        not similar         |
|      word      |     page     |    2.92   |  0.029999999329447746 |       not similar        |        not similar         |
|     nurse      |  scientist   |    2.08   |  -0.09000000357627869 |       not similar        |        not similar         |
|   politician   |  president   |    7.38   |  -0.10000000149011612 |       not similar        |          similar           |
|   president    |    mayor     |    5.68   |   0.3499999940395355  |       not similar        |          similar           |
|      book      |    essay     |    4.72   |  -0.07000000029802322 |       not similar        |        not similar         |
|      man       |   warrior    |    4.72   |  0.20000000298023224  |       not similar        |        not similar         |
|    article     |   journal    |    6.18   |  0.07999999821186066  |       not similar        |          similar           |
|   breakfast    |    supper    |    4.4    |  0.009999999776482582 |       not similar        |        not similar         |
|     crowd      |    parade    |    3.93   |  0.05999999865889549  |       not similar        |        not similar         |
|     aisle      |   hallway    |    6.75   |        10000.0        |         similar          |          similar           |
|    teacher     |    rabbi     |    4.37   |  0.05999999865889549  |       not similar        |        not similar         |
|      hip       |     lip      |    1.43   |  0.14000000059604645  |       not similar        |        not similar         |
|      book      |   article    |    5.43   |  -0.11999999731779099 |       not similar        |          similar           |
|      room      |     cell     |    4.58   |  0.07999999821186066  |       not similar        |        not similar         |
|      box       |    booth     |    3.8    |  0.11999999731779099  |       not similar        |        not similar         |
|    daughter    |     kid      |    4.17   |  -0.05000000074505806 |       not similar        |        not similar         |
|      limb      |     leg      |    6.9    |  0.03999999910593033  |       not similar        |          similar           |
|     liver      |     lung     |    2.7    |  -0.05999999865889549 |       not similar        |        not similar         |
|   classroom    |   hallway    |    2.0    |        10000.0        |         similar          |        not similar         |
|    mountain    |    ledge     |    3.73   |        10000.0        |         similar          |        not similar         |
|      car       |   elevator   |    1.03   |  0.019999999552965164 |       not similar        |        not similar         |
|      bed       |    couch     |    3.42   |  0.10999999940395355  |       not similar        |        not similar         |
|    clothes     |    button    |    2.3    |  0.029999999329447746 |       not similar        |        not similar         |
|    clothes     |     coat     |    5.35   | -0.029999999329447746 |       not similar        |          similar           |
|     kidney     |    organ     |    6.17   |  0.019999999552965164 |       not similar        |          similar           |
|     apple      |    sauce     |    1.43   |  0.019999999552965164 |       not similar        |        not similar         |
|    chicken     |    steak     |    3.73   |  0.03999999910593033  |       not similar        |        not similar         |
|      car       |     hose     |    0.87   |  -0.11999999731779099 |       not similar        |        not similar         |
|    tobacco     |  cigarette   |    7.5    |  0.029999999329447746 |       not similar        |          similar           |
|    student     |  professor   |    1.95   |  0.10000000149011612  |       not similar        |        not similar         |
|      baby      |   daughter   |    5.0    |  -0.1599999964237213  |       not similar        |          similar           |
|      pipe      |    cigar     |    6.03   |  -0.18000000715255737 |       not similar        |          similar           |
|      milk      |    juice     |    4.05   |  0.05999999865889549  |       not similar        |        not similar         |
|      box       |    cigar     |    1.25   |  -0.09000000357627869 |       not similar        |        not similar         |
|   apartment    |    hotel     |    3.33   |  0.05999999865889549  |       not similar        |        not similar         |
|      cup       |     cone     |    3.17   | -0.029999999329447746 |       not similar        |        not similar         |
|     horse      |      ox      |    3.02   |  0.03999999910593033  |       not similar        |        not similar         |
|     throat     |     nose     |    2.8    |  0.12999999523162842  |       not similar        |        not similar         |
|      bone      |    teeth     |    4.17   |  -0.17000000178813934 |       not similar        |        not similar         |
|      bone      |    elbow     |    3.78   |  -0.14000000059604645 |       not similar        |        not similar         |
|     bacon      |     bean     |    1.22   |  0.05000000074505806  |       not similar        |        not similar         |
|      cup       |     jar      |    5.13   |  -0.05000000074505806 |       not similar        |          similar           |
|     proof      |     fact     |    7.3    |  -0.18000000715255737 |       not similar        |          similar           |
|  appointment   |  engagement  |    6.75   |          1.0          |         similar          |          similar           |
|    birthday    |     year     |    1.67   |   0.1899999976158142  |       not similar        |        not similar         |
|      word      |     clue     |    2.53   |  0.03999999910593033  |       not similar        |        not similar         |
|     author     |   creator    |    8.02   |  -0.12999999523162842 |       not similar        |          similar           |
|      atom      |    carbon    |    3.1    |  -0.05999999865889549 |       not similar        |        not similar         |
|   archbishop   |    bishop    |    7.05   |        10000.0        |         similar          |          similar           |
|     letter     |  paragraph   |    4.0    |  0.05000000074505806  |       not similar        |        not similar         |
|      page      |  paragraph   |    3.03   |  0.009999999776482582 |       not similar        |        not similar         |
|    steeple     |    chapel    |    7.08   |  0.03999999910593033  |       not similar        |          similar           |
|     muscle     |     bone     |    3.65   |  0.10999999940395355  |       not similar        |        not similar         |
|     muscle     |    tongue    |    5.0    |  0.23999999463558197  |       not similar        |          similar           |
|      boy       |   soldier    |    2.15   |  -0.05000000074505806 |       not similar        |        not similar         |
|     belly      |   abdomen    |    8.13   |          1.0          |         similar          |          similar           |
|      guy       |     girl     |    3.33   | -0.019999999552965164 |       not similar        |        not similar         |
|      bed       |    chair     |    3.5    |  -0.2199999988079071  |       not similar        |        not similar         |
|    clothes     |    jacket    |    5.15   | -0.029999999329447746 |       not similar        |          similar           |
|      gun       |    knife     |    3.65   | -0.029999999329447746 |       not similar        |        not similar         |
|      tin       |    metal     |    5.63   |  0.09000000357627869  |       not similar        |          similar           |
|     bottle     |  container   |    7.93   |  0.10999999940395355  |       not similar        |          similar           |
|      hen       |    turkey    |    6.13   |  -0.20999999344348907 |       not similar        |          similar           |
|      meat      |    bread     |    1.67   |  -0.05999999865889549 |       not similar        |        not similar         |
|      arm       |     bone     |    3.83   |  0.09000000357627869  |       not similar        |        not similar         |
|      neck      |    spine     |    5.32   |        10000.0        |         similar          |          similar           |
|     apple      |    lemon     |    4.05   |  -0.07999999821186066 |       not similar        |        not similar         |
|     agony      |    grief     |    7.63   |  0.12999999523162842  |       not similar        |          similar           |
|   assignment   |     task     |    8.7    |  0.019999999552965164 |       not similar        |          similar           |
|     night      |     dawn     |    2.95   |  0.11999999731779099  |       not similar        |        not similar         |
|     dinner     |     soup     |    3.72   |  0.20999999344348907  |       not similar        |        not similar         |
|      calf      |     bull     |    4.93   |  0.11999999731779099  |       not similar        |        not similar         |
|      snow      |    storm     |    4.8    |  0.009999999776482582 |       not similar        |        not similar         |
|      nail      |     hand     |    3.42   |  0.10000000149011612  |       not similar        |        not similar         |
|      dog       |    horse     |    2.38   |  0.05000000074505806  |       not similar        |        not similar         |
|      arm       |     neck     |    1.58   |  0.17000000178813934  |       not similar        |        not similar         |
|      ball      |    glove     |    1.75   |  0.07000000029802322  |       not similar        |        not similar         |
|      flu       |    fever     |    6.08   |        10000.0        |         similar          |          similar           |
|      fee       |    salary    |    3.72   |  -0.12999999523162842 |       not similar        |        not similar         |
