+----------------+--------------+-----------+---------------------+--------------------------+----------------------------+
|     word1      |    word2     | SimLex999 |       COMPARE       | Similarity_Label_mymodel | Similarity_Label_SimLex999 |
|     wealth     |   poverty    |    1.27   |         -1.0        |       not similar        |        not similar         |
|    accident    |  emergency   |    4.93   |  0.5299999713897705 |         similar          |        not similar         |
|     battle     |   conquest   |    7.22   |  0.5699999928474426 |         similar          |          similar           |
|     friend     |   teacher    |    2.62   |  0.6100000143051147 |         similar          |        not similar         |
|    illness     |  infection   |    6.9    |  0.6200000047683716 |         similar          |          similar           |
|      game      |    trick     |    2.32   | 0.46000000834465027 |         similar          |        not similar         |
|    brother     |     son      |    3.48   |  0.7900000214576721 |         similar          |        not similar         |
|      aunt      |    nephew    |    3.1    |         0.75        |         similar          |        not similar         |
|     worker     |   mechanic   |    4.92   |  0.5400000214576721 |         similar          |        not similar         |
|     doctor     | orthodontist |    5.58   |  0.6100000143051147 |         similar          |          similar           |
|      oak       |    maple     |    6.03   |  0.6200000047683716 |         similar          |          similar           |
|      bee       |    queen     |    3.27   |  0.5400000214576721 |         similar          |        not similar         |
|      car       |   bicycle    |    3.47   |  0.6100000143051147 |         similar          |        not similar         |
|      goal      |    quest     |    5.83   |         0.5         |         similar          |          similar           |
|     august     |    month     |    5.53   | 0.44999998807907104 |         similar          |          similar           |
|      army      |    squad     |    5.08   |  0.5299999713897705 |         similar          |          similar           |
|     cloud      |   weather    |    4.87   | 0.49000000953674316 |         similar          |        not similar         |
|   physician    |    doctor    |    8.88   |         1.0         |         similar          |          similar           |
|     canyon     |    valley    |    6.75   |  0.7300000190734863 |         similar          |          similar           |
|     river      |    valley    |    1.67   |  0.699999988079071  |         similar          |        not similar         |
|      sun       |     sky      |    2.27   |  0.6200000047683716 |         similar          |        not similar         |
|     target     |    arrow     |    3.25   | 0.49000000953674316 |         similar          |        not similar         |
|   chocolate    |     pie      |    2.27   |         0.5         |         similar          |        not similar         |
|  circumstance  |  situation   |    7.85   |  0.699999988079071  |         similar          |          similar           |
|    opinion     |    choice    |    5.43   |  0.5299999713897705 |         similar          |          similar           |
|     rhythm     |    melody    |    6.12   |  0.7200000286102295 |         similar          |          similar           |
|      gut       |    nerve     |    4.93   |         0.5         |         similar          |        not similar         |
|      day       |     dawn     |    5.47   |  0.6000000238418579 |         similar          |          similar           |
|     cattle     |     beef     |    7.03   |  0.6800000071525574 |         similar          |          similar           |
|     doctor     |  professor   |    4.65   |  0.6499999761581421 |         similar          |        not similar         |
|      arm       |     vein     |    3.65   |  0.4399999976158142 |         similar          |        not similar         |
|      room      |     bath     |    3.33   |  0.5400000214576721 |         similar          |        not similar         |
|  corporation   |   business   |    9.02   |  0.6399999856948853 |         similar          |          similar           |
|      fun       |   football   |    1.97   |  0.3799999952316284 |       not similar        |        not similar         |
|      hill      |    cliff     |    4.28   |  0.6299999952316284 |         similar          |        not similar         |
|      bone      |    ankle     |    3.82   |  0.5299999713897705 |         similar          |        not similar         |
|     apple      |    candy     |    2.08   |  0.550000011920929  |         similar          |        not similar         |
|     helper     |     maid     |    5.58   |  0.550000011920929  |         similar          |          similar           |
|     leader     |   manager    |    7.27   |  0.6299999952316284 |         similar          |          similar           |
|     lemon      |     tea      |    1.6    |  0.4399999976158142 |         similar          |        not similar         |
|      bee       |     ant      |    2.78   |  0.6800000071525574 |         similar          |        not similar         |
|   basketball   |   baseball   |    4.92   |  0.6600000262260437 |         similar          |        not similar         |
|      rice      |     bean     |    2.72   |  0.5699999928474426 |         similar          |        not similar         |
|      bed       |  furniture   |    6.08   | 0.44999998807907104 |         similar          |          similar           |
|    emotion     |   passion    |    7.72   |  0.6700000166893005 |         similar          |          similar           |
|    anarchy     |    chaos     |    7.93   |  0.7699999809265137 |         similar          |          similar           |
|     crime      |  violation   |    7.12   | 0.46000000834465027 |         similar          |          similar           |
|    machine     |    engine    |    5.58   |  0.5600000023841858 |         similar          |          similar           |
|     beach      |     sea      |    4.68   |  0.6399999856948853 |         similar          |        not similar         |
|     alley      |     bowl     |    1.53   |  0.3799999952316284 |       not similar        |        not similar         |
|      jar       |    bottle    |    7.83   |  0.6600000262260437 |         similar          |          similar           |
|    strength    |  capability  |    5.28   |  0.6299999952316284 |         similar          |          similar           |
|      seed      |   mustard    |    3.48   | 0.47999998927116394 |         similar          |        not similar         |
|     guitar     |     drum     |    3.78   |  0.5899999737739563 |         similar          |        not similar         |
|    opinion     |     idea     |    5.7    |  0.5600000023841858 |         similar          |          similar           |
|     north      |     west     |    3.63   |  0.9100000262260437 |         similar          |        not similar         |
|      diet      |    salad     |    2.98   |  0.4300000071525574 |         similar          |        not similar         |
|     mother     |     wife     |    3.02   |  0.7699999809265137 |         similar          |        not similar         |
|      dad       |    mother    |    3.55   |  0.7300000190734863 |         similar          |        not similar         |
|    captain     |    sailor    |    5.0    |  0.6299999952316284 |         similar          |          similar           |
|     meter      |     yard     |    5.6    | 0.46000000834465027 |         similar          |          similar           |
|      beer      |  champagne   |    4.45   |  0.6000000238418579 |         similar          |        not similar         |
|     motor      |     boat     |    2.57   |  0.5600000023841858 |         similar          |        not similar         |
|      card      |    bridge    |    1.97   |  0.3700000047683716 |       not similar        |        not similar         |
|    science     |  psychology  |    4.92   |  0.6499999761581421 |         similar          |        not similar         |
|     sinner     |    saint     |    1.6    |  0.6200000047683716 |         similar          |        not similar         |
|  destruction   | construction |    0.98   |  0.6100000143051147 |         similar          |        not similar         |
|     crowd      |    bunch     |    7.42   |         1.0         |         similar          |          similar           |
|     beach      |     reef     |    3.77   |  0.5899999737739563 |         similar          |        not similar         |
|      man       |    child     |    4.13   |  0.5600000023841858 |         similar          |        not similar         |
|     bread      |    cheese    |    1.95   |  0.6200000047683716 |         similar          |        not similar         |
|    champion    |    winner    |    8.73   |  0.6100000143051147 |         similar          |          similar           |
|  celebration   |   ceremony   |    7.72   |  0.6700000166893005 |         similar          |          similar           |
|      menu      |    order     |    3.62   |  0.4000000059604645 |         similar          |        not similar         |
|      king      |   princess   |    3.27   |  0.6700000166893005 |         similar          |        not similar         |
|     wealth     |   prestige   |    6.07   |  0.6299999952316284 |         similar          |          similar           |
|   endurance    |   strength   |    6.58   |  0.6700000166893005 |         similar          |          similar           |
|     danger     |    threat    |    8.78   |  0.7599999904632568 |         similar          |          similar           |
|      god       |    priest    |    4.5    |         0.5         |         similar          |        not similar         |
|      men       |  fraternity  |    3.13   | 0.41999998688697815 |         similar          |        not similar         |
|     buddy      |  companion   |    8.65   |         0.5         |         similar          |          similar           |
|    teacher     |    helper    |    4.28   |  0.550000011920929  |         similar          |        not similar         |
|      body      |   stomach    |    3.93   |  0.550000011920929  |         similar          |        not similar         |
|     tongue     |    throat    |    3.1    |  0.6100000143051147 |         similar          |        not similar         |
|     house      |    carpet    |    1.38   |         0.5         |         similar          |        not similar         |
|  intelligence  |    skill     |    5.35   |  0.5699999928474426 |         similar          |          similar           |
|    journey     |   conquest   |    4.72   |  0.5199999809265137 |         similar          |        not similar         |
|      god       |     prey     |    1.23   |  0.3100000023841858 |       not similar        |        not similar         |
|    brother     |     soul     |    0.97   | 0.41999998688697815 |         similar          |        not similar         |
|   adversary    |   opponent   |    9.05   |         1.0         |         similar          |          similar           |
|     death      | catastrophe  |    4.13   |  0.5199999809265137 |         similar          |        not similar         |
|    monster     |    demon     |    6.95   |         1.0         |         similar          |          similar           |
|      day       |   morning    |    4.87   |  0.7799999713897705 |         similar          |        not similar         |
|      man       |    victor    |    1.9    |  0.4399999976158142 |         similar          |        not similar         |
|     friend     |     guy      |    3.88   |  0.5799999833106995 |         similar          |        not similar         |
|      song      |    story     |    3.97   |  0.5400000214576721 |         similar          |        not similar         |
|      ray       |   sunshine   |    6.83   | 0.47999998927116394 |         similar          |          similar           |
|      guy       |     stud     |    5.83   |  0.3400000035762787 |       not similar        |          similar           |
|    chicken     |     rice     |    1.43   |  0.5799999833106995 |         similar          |        not similar         |
|      box       |   elevator   |    1.32   |  0.3700000047683716 |       not similar        |        not similar         |
|     butter     |    potato    |    1.22   | 0.49000000953674316 |         similar          |        not similar         |
|   apartment    |  furniture   |    1.28   |         0.5         |         similar          |        not similar         |
|      lake      |    swamp     |    4.92   |  0.5799999833106995 |         similar          |        not similar         |
|     salad      |   vinegar    |    1.13   | 0.44999998807907104 |         similar          |        not similar         |
|     flower     |     bulb     |    4.48   |  0.5400000214576721 |         similar          |        not similar         |
|     cloud      |     mist     |    6.67   |         1.0         |         similar          |          similar           |
|     driver     |    pilot     |    6.28   |         0.5         |         similar          |          similar           |
|     sugar      |    honey     |    5.13   |  0.5400000214576721 |         similar          |          similar           |
|      body      |   shoulder   |    2.88   |  0.4300000071525574 |         similar          |        not similar         |
|      idea      |    image     |    3.55   | 0.46000000834465027 |         similar          |        not similar         |
|     father     |   brother    |    4.2    |  0.8100000023841858 |         similar          |        not similar         |
|      moon      |    planet    |    5.87   |  0.6200000047683716 |         similar          |          similar           |
|      ball      |   costume    |    2.32   |  0.3799999952316284 |       not similar        |        not similar         |
|      rail      |    fence     |    5.22   |         0.5         |         similar          |          similar           |
|      room      |     bed      |    2.35   |  0.6000000238418579 |         similar          |        not similar         |
|     flower     |     bush     |    4.25   | 0.47999998927116394 |         similar          |        not similar         |
|      bone      |     knee     |    4.17   |  0.5199999809265137 |         similar          |        not similar         |
|      arm       |     knee     |    2.75   |  0.5600000023841858 |         similar          |        not similar         |
|     bottom     |     side     |    2.63   |         -1.0        |       not similar        |        not similar         |
|     vessel     |     vein     |    5.15   |  0.3700000047683716 |       not similar        |          similar           |
|      cat       |    rabbit    |    2.37   |  0.6100000143051147 |         similar          |        not similar         |
|      meat      |   sandwich   |    2.35   |  0.5099999904632568 |         similar          |        not similar         |
|     belief     |   concept    |    5.08   |  0.5799999833106995 |         similar          |          similar           |
|  intelligence  |   insight    |    5.9    |  0.5699999928474426 |         similar          |          similar           |
|   attention    |   interest   |    7.22   |  0.6000000238418579 |         similar          |          similar           |
|    attitude    |  confidence  |    4.35   |  0.5899999737739563 |         similar          |        not similar         |
|     right      |   justice    |    7.05   | 0.44999998807907104 |         similar          |          similar           |
|    argument    |  agreement   |    1.45   | 0.47999998927116394 |         similar          |        not similar         |
|     depth      |  magnitude   |    6.12   |         0.5         |         similar          |          similar           |
|     medium     |     news     |    3.65   | 0.38999998569488525 |       not similar        |        not similar         |
|     winner     |  candidate   |    2.78   |  0.5199999809265137 |         similar          |        not similar         |
|    birthday    |     date     |    5.08   |  0.5299999713897705 |         similar          |          similar           |
|      fee       |   payment    |    7.15   |  0.6600000262260437 |         similar          |          similar           |
|     bible      |     hymn     |    5.15   | 0.44999998807907104 |         similar          |          similar           |
|      exit      |   doorway    |    5.5    |         0.5         |         similar          |          similar           |
|      man       |    sentry    |    3.25   | 0.41999998688697815 |         similar          |        not similar         |
|     aisle      |     hall     |    6.35   | 0.47999998927116394 |         similar          |          similar           |
|    whiskey     |     gin      |    6.28   |  0.7099999785423279 |         similar          |          similar           |
|     blood      |    marrow    |    3.4    |  0.5600000023841858 |         similar          |        not similar         |
|      oil       |     mink     |    1.23   | 0.30000001192092896 |       not similar        |        not similar         |
|     floor      |     deck     |    5.55   |         1.0         |         similar          |          similar           |
|      roof      |    floor     |    2.62   |  0.6000000238418579 |         similar          |        not similar         |
|      door      |    floor     |    1.67   |  0.5600000023841858 |         similar          |        not similar         |
|    shoulder    |     head     |    3.42   |  0.6100000143051147 |         similar          |        not similar         |
|     wagon      |   carriage   |    7.7    |  0.6299999952316284 |         similar          |          similar           |
|      car       |   carriage   |    5.13   |  0.5600000023841858 |         similar          |          similar           |
|     elbow      |    ankle     |    3.13   |  0.6800000071525574 |         similar          |        not similar         |
|     wealth     |     fame     |    4.02   |  0.5600000023841858 |         similar          |        not similar         |
|     sorrow     |    shame     |    4.77   |  0.6700000166893005 |         similar          |        not similar         |
| administration |  management  |    7.25   |  0.6899999976158142 |         similar          |          similar           |
| communication  | conversation |    8.02   |  0.5899999737739563 |         similar          |          similar           |
|   pollution    |  atmosphere  |    4.25   |  0.4699999988079071 |         similar          |        not similar         |
|    anatomy     |   biology    |    5.33   |  0.6600000262260437 |         similar          |          similar           |
|    college     |  profession  |    3.12   |  0.5199999809265137 |         similar          |        not similar         |
|      book      |    topic     |    2.07   |  0.550000011920929  |         similar          |        not similar         |
|    formula     |   equation   |    7.95   |  0.6499999761581421 |         similar          |          similar           |
|      book      | information  |    5.0    | 0.44999998807907104 |         similar          |          similar           |
|      boy       |   partner    |    1.9    |  0.4300000071525574 |         similar          |        not similar         |
|      sky       |   universe   |    4.68   | 0.49000000953674316 |         similar          |        not similar         |
|   population   |    people    |    7.68   |  0.4699999988079071 |         similar          |          similar           |
|    college     |    class     |    4.13   |  0.5099999904632568 |         similar          |        not similar         |
|     chief      |    mayor     |    4.85   |  0.5099999904632568 |         similar          |        not similar         |
|     rabbi      |   minister   |    7.62   |         0.5         |         similar          |          similar           |
|     meter      |     inch     |    5.08   |  0.5299999713897705 |         similar          |          similar           |
|   polyester    |    cotton    |    5.63   |  0.5799999833106995 |         similar          |          similar           |
|     lawyer     |    banker    |    1.88   |  0.6700000166893005 |         similar          |        not similar         |
|     violin     |  instrument  |    6.58   |  0.6499999761581421 |         similar          |          similar           |
|      camp      |    cabin     |    4.2    |  0.5099999904632568 |         similar          |        not similar         |
|      pot       |  appliance   |    2.53   | 0.30000001192092896 |       not similar        |        not similar         |
|     linen      |    fabric    |    7.47   |  0.550000011920929  |         similar          |          similar           |
|    whiskey     |  champagne   |    5.33   |  0.6000000238418579 |         similar          |          similar           |
|      girl      |    child     |    5.38   |  0.6700000166893005 |         similar          |          similar           |
|    cottage     |    cabin     |    7.72   |  0.6000000238418579 |         similar          |          similar           |
|      bird      |     hen      |    7.03   | 0.47999998927116394 |         similar          |          similar           |
|     racket     |    noise     |    8.1    |         1.0         |         similar          |          similar           |
|     sunset     |   evening    |    5.98   |  0.5199999809265137 |         similar          |          similar           |
|    drizzle     |     rain     |    9.17   |  0.6800000071525574 |         similar          |          similar           |
|     adult      |     baby     |    2.22   |  0.4699999988079071 |         similar          |        not similar         |
|    charcoal    |     coal     |    7.63   |  0.6000000238418579 |         similar          |          similar           |
|      body      |    spine     |    4.78   | 0.49000000953674316 |         similar          |        not similar         |
|      head      |     nail     |    2.47   |  0.5299999713897705 |         similar          |        not similar         |
|      log       |    timber    |    8.05   |  0.4000000059604645 |         similar          |          similar           |
|     spoon      |     cup      |    2.02   |  0.5899999737739563 |         similar          |        not similar         |
|      body      |    nerve     |    3.13   | 0.41999998688697815 |         similar          |        not similar         |
|      man       |   husband    |    5.32   |  0.5799999833106995 |         similar          |          similar           |
|      bone      |     neck     |    2.53   |  0.5299999713897705 |         similar          |        not similar         |
|  frustration   |    anger     |    6.5    |  0.7799999713897705 |         similar          |          similar           |
|     river      |     sea      |    5.72   |  0.6000000238418579 |         similar          |          similar           |
|      task      |     job      |    8.87   |         1.0         |         similar          |          similar           |
|      club      |   society    |    5.23   |         1.0         |         similar          |          similar           |
|   reflection   |    image     |    7.27   | 0.41999998688697815 |         similar          |          similar           |
|     prince     |     king     |    5.92   |  0.7699999809265137 |         similar          |          similar           |
|      snow      |   weather    |    5.48   |  0.6100000143051147 |         similar          |          similar           |
|     people     |    party     |    2.2    |  0.4699999988079071 |         similar          |        not similar         |
|      boy       |   brother    |    6.67   |  0.5899999737739563 |         similar          |          similar           |
|      root      |    grass     |    3.55   |  0.5199999809265137 |         similar          |        not similar         |
|      brow      |     eye      |    3.82   | 0.47999998927116394 |         similar          |        not similar         |
|     money      |    pearl     |    2.1    |  0.3100000023841858 |       not similar        |        not similar         |
|     money      |   diamond    |    3.42   | 0.36000001430511475 |       not similar        |        not similar         |
|    vehicle     |     bus      |    6.47   |  0.5799999833106995 |         similar          |          similar           |
|      cab       |     bus      |    5.6    |  0.6299999952316284 |         similar          |          similar           |
|     house      |     barn     |    4.33   |  0.6399999856948853 |         similar          |        not similar         |
|     finger     |     palm     |    3.33   |  0.5899999737739563 |         similar          |        not similar         |
|      car       |    bridge    |    0.95   | 0.46000000834465027 |         similar          |        not similar         |
|     effort     |  difficulty  |    4.45   |  0.5099999904632568 |         similar          |        not similar         |
|      fact      |   insight    |    4.77   | 0.46000000834465027 |         similar          |        not similar         |
|      job       |  management  |    3.97   |  0.5199999809265137 |         similar          |        not similar         |
|     cancer     |   sickness   |    7.93   |  0.5199999809265137 |         similar          |          similar           |
|      word      |  newspaper   |    2.47   | 0.36000001430511475 |       not similar        |        not similar         |
|    composer    |    writer    |    6.58   |  0.6600000262260437 |         similar          |          similar           |
|     actor      |    singer    |    4.52   |  0.6800000071525574 |         similar          |        not similar         |
|    shelter     |     hut      |    6.47   |  0.5699999928474426 |         similar          |          similar           |
|    bathroom    |   kitchen    |    3.1    |  0.7200000286102295 |         similar          |        not similar         |
|     cabin      |     hut      |    6.53   |  0.6100000143051147 |         similar          |          similar           |
|      door      |   kitchen    |    1.67   |  0.5400000214576721 |         similar          |        not similar         |
|     value      |    belief    |    7.07   |         0.5         |         similar          |          similar           |
|     wisdom     | intelligence |    7.47   |  0.550000011920929  |         similar          |          similar           |
|   ignorance    | intelligence |    1.5    | 0.44999998807907104 |         similar          |        not similar         |
|   happiness    |     luck     |    2.38   |         0.5         |         similar          |        not similar         |
|      idea      |    scheme    |    6.75   |  0.5600000023841858 |         similar          |          similar           |
|      mood      |   emotion    |    8.12   |  0.6299999952316284 |         similar          |          similar           |
|   happiness    |    peace     |    6.03   |  0.6000000238418579 |         similar          |          similar           |
|    despair     |    misery    |    7.22   |  0.7099999785423279 |         similar          |          similar           |
|     logic      |  arithmetic  |    3.97   |  0.6200000047683716 |         similar          |        not similar         |
|     denial     |  confession  |    1.03   | 0.49000000953674316 |         similar          |        not similar         |
|    argument    |  criticism   |    5.08   |  0.5799999833106995 |         similar          |          similar           |
|   aggression   |  hostility   |    8.48   |         1.0         |         similar          |          similar           |
|    hysteria    |  confusion   |    6.33   |  0.5199999809265137 |         similar          |          similar           |
|   chemistry    |    theory    |    3.17   | 0.49000000953674316 |         similar          |        not similar         |
|     trial      |   verdict    |    3.33   |  0.6200000047683716 |         similar          |        not similar         |
|    comfort     |    safety    |    5.8    |  0.6399999856948853 |         similar          |          similar           |
|   confidence   |     self     |    3.12   | 0.47999998927116394 |         similar          |        not similar         |
|     vision     |  perception  |    6.88   |  0.6200000047683716 |         similar          |          similar           |
|      era       |    decade    |    5.4    |  0.6100000143051147 |         similar          |          similar           |
|   biography    |   fiction    |    1.38   |  0.5400000214576721 |         similar          |        not similar         |
|   discussion   |   argument   |    5.48   |  0.6299999952316284 |         similar          |          similar           |
|      code      |    symbol    |    6.03   | 0.47999998927116394 |         similar          |          similar           |
|     danger     |   disease    |    3.0    | 0.44999998807907104 |         similar          |        not similar         |
|    accident    | catastrophe  |    5.9    |  0.6000000238418579 |         similar          |          similar           |
|    journey     |     trip     |    8.88   |  0.7599999904632568 |         similar          |          similar           |
|    activity    |   movement   |    7.15   |  0.6399999856948853 |         similar          |          similar           |
|     gossip     |     news     |    5.22   |  0.5699999928474426 |         similar          |          similar           |
|     father     |     god      |    3.57   |  0.4699999988079071 |         similar          |        not similar         |
|     action     |    course    |    5.45   |  0.550000011920929  |         similar          |          similar           |
|     fever      |   illness    |    7.65   |  0.5400000214576721 |         similar          |          similar           |
|    aviation    |    flight    |    8.18   |  0.5899999737739563 |         similar          |          similar           |
|      game      |    action    |    4.85   | 0.49000000953674316 |         similar          |        not similar         |
|    molecule    |     air      |    3.05   |  0.3400000035762787 |       not similar        |        not similar         |
|      home      |    state     |    2.58   |  0.5099999904632568 |         similar          |        not similar         |
|      word      |  literature  |    4.77   | 0.41999998688697815 |         similar          |        not similar         |
|     adult      |   guardian   |    6.9    |  0.5099999904632568 |         similar          |          similar           |
|   newspaper    | information  |    5.65   |  0.3499999940395355 |       not similar        |          similar           |
| communication  |  television  |    5.6    | 0.49000000953674316 |         similar          |          similar           |
|     cousin     |    uncle     |    4.63   |  0.8100000023841858 |         similar          |        not similar         |
|     author     |    reader    |    1.6    |  0.6299999952316284 |         similar          |        not similar         |
|      guy       |   partner    |    3.57   | 0.44999998807907104 |         similar          |        not similar         |
|      area      |    corner    |    2.07   |  0.5400000214576721 |         similar          |        not similar         |
|     ballad     |     song     |    7.53   |  0.7200000286102295 |         similar          |          similar           |
|      wall      |  decoration  |    2.62   | 0.44999998807907104 |         similar          |        not similar         |
|      word      |     page     |    2.92   | 0.41999998688697815 |         similar          |        not similar         |
|     nurse      |  scientist   |    2.08   |  0.5299999713897705 |         similar          |        not similar         |
|   politician   |  president   |    7.38   |  0.5600000023841858 |         similar          |          similar           |
|   president    |    mayor     |    5.68   |  0.6299999952316284 |         similar          |          similar           |
|      book      |    essay     |    4.72   |  0.6399999856948853 |         similar          |        not similar         |
|      man       |   warrior    |    4.72   |  0.5400000214576721 |         similar          |        not similar         |
|    article     |   journal    |    6.18   |  0.5299999713897705 |         similar          |          similar           |
|   breakfast    |    supper    |    4.4    |  0.6800000071525574 |         similar          |        not similar         |
|     crowd      |    parade    |    3.93   |  0.5299999713897705 |         similar          |        not similar         |
|     aisle      |   hallway    |    6.75   |  0.5299999713897705 |         similar          |          similar           |
|    teacher     |    rabbi     |    4.37   |  0.5199999809265137 |         similar          |        not similar         |
|      hip       |     lip      |    1.43   |  0.3799999952316284 |       not similar        |        not similar         |
|      book      |   article    |    5.43   |  0.6100000143051147 |         similar          |          similar           |
|      room      |     cell     |    4.58   | 0.47999998927116394 |         similar          |        not similar         |
|      box       |    booth     |    3.8    | 0.47999998927116394 |         similar          |        not similar         |
|    daughter    |     kid      |    4.17   |  0.5400000214576721 |         similar          |        not similar         |
|      limb      |     leg      |    6.9    |  0.5600000023841858 |         similar          |          similar           |
|     liver      |     lung     |    2.7    |  0.6000000238418579 |         similar          |        not similar         |
|   classroom    |   hallway    |    2.0    |  0.6000000238418579 |         similar          |        not similar         |
|    mountain    |    ledge     |    3.73   |  0.5199999809265137 |         similar          |        not similar         |
|      car       |   elevator   |    1.03   | 0.49000000953674316 |         similar          |        not similar         |
|      bed       |    couch     |    3.42   |  0.6499999761581421 |         similar          |        not similar         |
|    clothes     |    button    |    2.3    | 0.30000001192092896 |       not similar        |        not similar         |
|    clothes     |     coat     |    5.35   |  0.5799999833106995 |         similar          |          similar           |
|     kidney     |    organ     |    6.17   |  0.550000011920929  |         similar          |          similar           |
|     apple      |    sauce     |    1.43   | 0.36000001430511475 |       not similar        |        not similar         |
|    chicken     |    steak     |    3.73   |  0.6600000262260437 |         similar          |        not similar         |
|      car       |     hose     |    0.87   |  0.4099999964237213 |         similar          |        not similar         |
|    tobacco     |  cigarette   |    7.5    |         0.75        |         similar          |          similar           |
|    student     |  professor   |    1.95   |  0.6399999856948853 |         similar          |        not similar         |
|      baby      |   daughter   |    5.0    |  0.5799999833106995 |         similar          |          similar           |
|      pipe      |    cigar     |    6.03   |  0.5199999809265137 |         similar          |          similar           |
|      milk      |    juice     |    4.05   |  0.6000000238418579 |         similar          |        not similar         |
|      box       |    cigar     |    1.25   | 0.41999998688697815 |         similar          |        not similar         |
|   apartment    |    hotel     |    3.33   |  0.6000000238418579 |         similar          |        not similar         |
|      cup       |     cone     |    3.17   |  0.4399999976158142 |         similar          |        not similar         |
|     horse      |      ox      |    3.02   | 0.49000000953674316 |         similar          |        not similar         |
|     throat     |     nose     |    2.8    |  0.6700000166893005 |         similar          |        not similar         |
|      bone      |    teeth     |    4.17   |  0.6000000238418579 |         similar          |        not similar         |
|      bone      |    elbow     |    3.78   | 0.49000000953674316 |         similar          |        not similar         |
|     bacon      |     bean     |    1.22   | 0.46000000834465027 |         similar          |        not similar         |
|      cup       |     jar      |    5.13   |         0.5         |         similar          |          similar           |
|     proof      |     fact     |    7.3    |  0.550000011920929  |         similar          |          similar           |
|  appointment   |  engagement  |    6.75   |         1.0         |         similar          |          similar           |
|    birthday    |     year     |    1.67   | 0.46000000834465027 |         similar          |        not similar         |
|      word      |     clue     |    2.53   |  0.5400000214576721 |         similar          |        not similar         |
|     author     |   creator    |    8.02   |  0.7099999785423279 |         similar          |          similar           |
|      atom      |    carbon    |    3.1    |  0.4699999988079071 |         similar          |        not similar         |
|   archbishop   |    bishop    |    7.05   |  0.8600000143051147 |         similar          |          similar           |
|     letter     |  paragraph   |    4.0    | 0.49000000953674316 |         similar          |        not similar         |
|      page      |  paragraph   |    3.03   |  0.550000011920929  |         similar          |        not similar         |
|    steeple     |    chapel    |    7.08   | 0.47999998927116394 |         similar          |          similar           |
|     muscle     |     bone     |    3.65   |  0.6200000047683716 |         similar          |        not similar         |
|     muscle     |    tongue    |    5.0    | 0.41999998688697815 |         similar          |          similar           |
|      boy       |   soldier    |    2.15   |  0.6000000238418579 |         similar          |        not similar         |
|     belly      |   abdomen    |    8.13   |         1.0         |         similar          |          similar           |
|      guy       |     girl     |    3.33   |  0.6399999856948853 |         similar          |        not similar         |
|      bed       |    chair     |    3.5    | 0.49000000953674316 |         similar          |        not similar         |
|    clothes     |    jacket    |    5.15   |  0.5699999928474426 |         similar          |          similar           |
|      gun       |    knife     |    3.65   |  0.5899999737739563 |         similar          |        not similar         |
|      tin       |    metal     |    5.63   |  0.6000000238418579 |         similar          |          similar           |
|     bottle     |  container   |    7.93   |  0.5899999737739563 |         similar          |          similar           |
|      hen       |    turkey    |    6.13   |  0.4399999976158142 |         similar          |          similar           |
|      meat      |    bread     |    1.67   |  0.5799999833106995 |         similar          |        not similar         |
|      arm       |     bone     |    3.83   |         0.5         |         similar          |        not similar         |
|      neck      |    spine     |    5.32   |  0.5899999737739563 |         similar          |          similar           |
|     apple      |    lemon     |    4.05   |  0.5400000214576721 |         similar          |        not similar         |
|     agony      |    grief     |    7.63   |  0.6700000166893005 |         similar          |          similar           |
|   assignment   |     task     |    8.7    |  0.6100000143051147 |         similar          |          similar           |
|     night      |     dawn     |    2.95   |  0.6200000047683716 |         similar          |        not similar         |
|     dinner     |     soup     |    3.72   |  0.5199999809265137 |         similar          |        not similar         |
|      calf      |     bull     |    4.93   |  0.5600000023841858 |         similar          |        not similar         |
|      snow      |    storm     |    4.8    |  0.5299999713897705 |         similar          |        not similar         |
|      nail      |     hand     |    3.42   |  0.5099999904632568 |         similar          |        not similar         |
|      dog       |    horse     |    2.38   |  0.6299999952316284 |         similar          |        not similar         |
|      arm       |     neck     |    1.58   |  0.6000000238418579 |         similar          |        not similar         |
|      ball      |    glove     |    1.75   |  0.5299999713897705 |         similar          |        not similar         |
|      flu       |    fever     |    6.08   |  0.5799999833106995 |         similar          |          similar           |
|      fee       |    salary    |    3.72   |  0.5199999809265137 |         similar          |        not similar         |
|     nerve      |    brain     |    3.88   |  0.5799999833106995 |         similar          |        not similar         |
|     beast      |    animal    |    7.83   |         1.0         |         similar          |          similar           |
|     dinner     |   chicken    |    2.85   |  0.4399999976158142 |         similar          |        not similar         |
|      girl      |     maid     |    2.93   |  0.6000000238418579 |         similar          |        not similar         |
|     child      |     boy      |    5.75   |  0.699999988079071  |         similar          |          similar           |
|    alcohol     |     wine     |    7.42   |  0.5899999737739563 |         similar          |          similar           |
|      nose      |    mouth     |    3.73   |  0.6000000238418579 |         similar          |        not similar         |
|     street     |     car      |    2.38   |  0.5400000214576721 |         similar          |        not similar         |
|      bell      |     door     |    2.2    | 0.46000000834465027 |         similar          |        not similar         |
|      box       |     hat      |    1.3    | 0.44999998807907104 |         similar          |        not similar         |
|     belief     |  impression  |    5.95   |         1.0         |         similar          |          similar           |
|      bias      |   opinion    |    5.6    |  0.5400000214576721 |         similar          |          similar           |
|   attention    |  awareness   |    8.73   |  0.5199999809265137 |         similar          |          similar           |
|     anger      |     mood     |    4.1    |  0.5299999713897705 |         similar          |        not similar         |
